refinements iterGalerkin timeGalerkin errorGalerkin solvingErrorGalerkin
1 1 0.056557 0.0339318533637308 4.26741772000668e-16
2 2 0.037261 0.0268217603640457 1.23046170032466e-15
3 5 0.146801 0.0660061717353189 1.32128297677849
4 9 0.076185 4.96169624860146 42.0520245924826
5 17 0.357702 0.125485866249763 1.45753799545296
6 33 8.640072 0.505892190407871 3.67148495428544
7 41 45.612329 0.00199064015085841 0.00127169499783321
8 9 22.305023 0.00184675466299603 0.0201874719460771
