mu	indicator
0.1	642.387878753972
0.101901901901902	2604.78430358042
0.103803803803804	1657.14767560531
0.105705705705706	703.356300818234
0.107607607607608	479.201200659395
0.10950950950951	382.59349627942
0.111411411411411	331.456418249457
0.113313313313313	302.094199569763
0.115215215215215	285.197825005649
0.117117117117117	276.442478480476
0.119019019019019	273.627407708744
0.120920920920921	275.606255554986
0.122822822822823	281.832701065673
0.124724724724725	292.156331086273
0.126626626626627	306.737738911735
0.128528528528529	326.033313878428
0.13043043043043	350.834933002034
0.132332332332332	382.370726101133
0.134234234234234	422.494794824863
0.136136136136136	474.029420681134
0.138038038038038	541.397532856534
0.13993993993994	631.859509761516
0.141841841841842	758.138374894693
0.143743743743744	944.653897032165
0.145645645645646	1244.8563342905
0.147547547547548	1802.42136923704
0.149449449449449	3180.17470113656
0.151351351351351	12002.0927298916
0.153253253253253	7262.1923770158
0.155155155155155	2874.27585281343
0.157057057057057	1828.85490927166
0.158958958958959	1362.525962611
0.160860860860861	1100.04533973046
0.162762762762763	932.858718651264
0.164664664664665	817.934312056857
0.166566566566567	734.817829252693
0.168468468468468	672.550158900991
0.17037037037037	624.737433849087
0.172272272272272	587.404304862361
0.174174174174174	557.955042064128
0.176076076076076	534.628416942176
0.177977977977978	516.19276754888
0.17987987987988	501.766346769347
0.181781781781782	490.706867516895
0.183683683683684	482.541156844572
0.185585585585586	476.919030726283
0.187487487487488	473.58234112553
0.189389389389389	472.343839418314
0.191291291291291	473.072596924825
0.193193193193193	475.683936793739
0.195095095095095	480.132583589473
0.196996996996997	486.408188593716
0.198898898898899	494.532700496575
0.200800800800801	504.567233503808
0.202702702702703	516.589925972355
0.204604604604605	530.723586626716
0.206506506506507	547.12451996578
0.208408408408408	565.990459918612
0.21031031031031	587.566905068822
0.212212212212212	612.15571657641
0.214114114114114	640.126591732961
0.216016016016016	671.932313510282
0.217917917917918	708.129070149323
0.21981981981982	749.403728557482
0.221721721721722	796.610831659498
0.223623623623624	850.823472337999
0.225525525525526	913.404377318099
0.227427427427427	986.107116063894
0.229329329329329	1071.22331937619
0.231231231231231	1171.80221613958
0.233133133133133	1291.9874715193
0.235035035035035	1437.55148358303
0.236936936936937	1616.77665070414
0.238838838838839	1841.97818658008
0.240740740740741	2132.28835747182
0.242642642642643	2519.11614278344
0.244544544544545	3057.85301965717
0.246446446446446	3856.12512850748
0.248348348348348	5154.91733080888
0.25025025025025	7625.39298658518
0.252152152152152	14104.790305586
0.254054054054054	74882.3578275954
0.255955955955956	24148.7010461691
0.257857857857858	10714.9011273824
0.25975975975976	7025.22726804206
0.261661661661662	5307.43788495862
0.263563563563564	4319.52366717706
0.265465465465465	3681.91358201947
0.267367367367367	3239.659715737
0.269269269269269	2917.72700596399
0.271171171171171	2675.39124251171
0.273073073073073	2488.66964598521
0.274974974974975	2342.54881321202
0.276876876876877	2227.17882429133
0.278778778778779	2135.85810546171
0.280680680680681	2063.89833828821
0.282582582582583	2007.9523882986
0.284484484484484	1965.59994701787
0.286386386386386	1935.08369153222
0.288288288288288	1915.1371517021
0.29019019019019	1904.87069232112
0.292092092092092	1903.69582080248
0.293993993993994	1911.27587066072
0.295895895895896	1927.49583969761
0.297797797797798	1952.44709360095
0.2996996996997	1986.39917007814
0.301601601601602	2029.83861336173
0.303503503503504	2083.48905747447
0.305405405405405	2148.32735447082
0.307307307307307	2225.63672926661
0.309209209209209	2317.07536950517
0.311111111111111	2424.77304791939
0.313013013013013	2551.46713909809
0.314914914914915	2700.69569901783
0.316816816816817	2877.07551848365
0.318718718718719	3086.71040711253
0.320620620620621	3337.80508512554
0.322522522522523	3641.61492017958
0.324424424424424	4013.96549265992
0.326326326326326	4477.7832713102
0.328228228228228	5067.51785644138
0.33013013013013	5837.336769729
0.332032032032032	6877.46497077803
0.333933933933934	8349.98093629004
0.335835835835836	10577.7754046297
0.337737737737738	14309.0550144205
0.33963963963964	21759.4922313852
0.341541541541542	43661.6345144249
0.343443443443443	1140248.24279916
0.345345345345345	50072.8339842233
0.347247247247247	25323.0767128006
0.349149149149149	17382.3944515706
0.351051051051051	13524.2063577296
0.352952952952953	11289.4807857763
0.354854854854855	9872.38516221358
0.356756756756757	8933.33942117274
0.358658658658659	8307.22814924449
0.360560560560561	7907.56995738745
0.362462462462462	7689.25368014442
0.364364364364364	7633.02285355594
0.366266266266266	7740.06265284271
0.368168168168168	8033.38105445672
0.37007007007007	8567.24581333388
0.371971971971972	9452.27837528213
0.373873873873874	10921.4796683658
0.375775775775776	13532.048043618
0.377677677677678	18984.4182251205
0.37957957957958	36016.731388297
0.381481481481481	1046190.63253657
0.383383383383383	29752.3412576579
0.385285285285285	14220.2796893895
0.387187187187187	8991.9437700329
0.389089089089089	6394.01639529959
0.390990990990991	22.9320376464406
0.392892892892893	23.7172244650211
0.394794794794795	24.5378413614391
0.396696696696697	25.3958796856651
0.398598598598599	26.2934670254916
0.4005005005005	27.2328783651101
0.402402402402402	28.2165483283396
0.404304304304304	29.2470846148465
0.406206206206206	30.3272827823111
